cupping_id,total_cup_points,grading_date,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,category_two_defects
0498,83,2016-08-16,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,0.11,0,3,5
0499,83,2016-08-16,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,0.11,0,2,3
0500,83,2016-07-18,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,0.12,0,0,6
0501,83,2016-07-18,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,0.12,0,5,8
0502,83,2016-02-11,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,0.11,0,0,4
0503,83,2015-12-28,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,0,0,0,0
0504,83,2015-07-08,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,0.11,0,0,3
0505,83,2015-06-05,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,0.11,0,0,2
0506,83,,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,0.11,0,0,2
0507,83,2015-02-13,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,0,0,0,0
0508,83,,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,0.08,0,0,0
0509,83,2014-06-26,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,0.12,0,0,0
0510,83,2014-06-09,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,0,0,0,0
0511,83,2014-03-07,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,0.1,1,0,0
0512,83,2014-02-14,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,0.11,0,0,3
0513,83,,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,0.12,0,0,4
0514,83,2013-11-07,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,0.11,1,0,1
0515,83,,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,0,0,0,0
0516,83,2013-03-15,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,0.11,0,0,1
0517,83,2013-04-26,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,0,0,0,2
0518,83,,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,0.11,1,0,2
0519,83,2012-07-26,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,0.11,0,0,20
0520,83,2012-07-26,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,0.11,0,0,7
0521,83,2012-07-11,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,0.11,5,0,8
0522,83,,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,0,1,0,4
0523,83,2012-05-11,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,0,0,0,4
0524,83,2012-06-08,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,0.11,0,0,0
0525,83,2012-04-27,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,0.1,0,0,2
0526,83,,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,0.12,0,0,0
0527,83,2011-08-16,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.28,0,0,0
0528,83,2011-05-12,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,0.08,0,0,1
0529,83,2011-04-21,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,0,0,0,0
0530,83,2011-03-09,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,0,0,0,1
0531,83,2011-02-01,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,0.06,0,0,2
0532,83,2010-05-31,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,0.07,0,0,0
0533,83,2010-04-13,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,0,0,0,0
0534,82.92,2017-10-20,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,0,0,0,0
0535,82.92,2017-08-28,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,0,0,0,1
0536,82.92,2017-07-07,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,0.11,0,0,1
0537,82.92,2016-06-28,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,0.09,31,0,0
0538,82.92,2016-02-26,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,0,1,0,20
0539,82.92,2015-09-07,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,0,0,0,9
0540,82.92,2015-07-31,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,0.11,0,0,1
0541,82.92,2015-07-21,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,0,0,0,0
0542,82.92,2015-07-14,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,0.13,0,0,3
0543,82.92,2015-06-11,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,0.12,2,0,8
0544,82.92,2014-08-15,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,0.11,0,0,16
0545,82.92,2014-06-27,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,0.12,0,0,0
0546,82.92,2014-06-27,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,0.12,0,0,4
0547,82.92,,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,0.1,0,0,1
0548,82.92,2014-03-07,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,0.1,0,0,2
0549,82.92,2013-12-27,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,0.1,0,0,4
0550,82.92,2013-09-13,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,0.11,0,0,2
0551,82.92,2013-03-20,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,0,0,0,0
0552,82.92,2013-03-11,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,0.11,0,0,2
0553,82.92,,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,0.11,3,0,5
0554,82.92,2012-07-26,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,0.1,0,0,4
0555,82.92,2012-07-20,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,0,0,0,17
0556,82.92,2012-03-05,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,0.14,1,0,4
0557,82.92,,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,0.1,0,0,0
0558,82.92,2011-07-19,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,7.67,0.15,0,0,0
0559,82.92,2010-04-13,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,0,0,0,0
0560,82.83,2017-10-13,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,0.1,0,0,3
0561,82.83,,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,0.11,1,1,2
0562,82.83,2017-02-06,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,0.11,0,2,2
0563,82.83,2016-04-08,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,0,0,0,4
0564,82.83,2016-03-25,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,0.11,0,0,0
0565,82.83,2016-01-19,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,0.11,11,0,0
0566,82.83,2015-07-20,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,0.11,0,0,2
0567,82.83,2015-05-26,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,0.12,2,0,6
0568,82.83,2015-03-21,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,0,0,0,1
0569,82.83,2015-02-20,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,0,0,0,9
0570,82.83,2014-03-24,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,0.1,0,0,4
0571,82.83,2014-01-20,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,0,4,0,4
0572,82.83,2013-05-10,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,0.11,0,0,3
0573,82.83,2013-04-19,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,0.11,0,0,5
0574,82.83,2012-08-30,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,0.12,2,0,10
0575,82.83,2012-07-11,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,0.12,0,0,7
0576,82.83,2012-07-09,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,0.11,0,0,10
0577,82.83,2012-06-06,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,0.11,0,0,2
0578,82.83,,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,0,1,0,3
0579,82.75,2018-01-09,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,0.1,0,1,3
0580,82.75,2017-10-17,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,0.11,0,0,8
0581,82.75,2017-09-19,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,0.11,0,0,4
0582,82.75,2017-09-08,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,0.1,0,0,1
0583,82.75,,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,0.1,0,0,1
0584,82.75,2017-08-08,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,0.12,0,0,15
0585,82.75,2017-06-01,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,0.12,0,0,0
0586,82.75,2017-06-01,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,0,0,0,0
0587,82.75,2017-05-08,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,0,0,0,4
0588,82.75,2017-04-28,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,0.09,0,0,1
0589,82.75,2017-04-06,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,0.09,0,1,6
0590,82.75,2016-04-25,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,0.11,0,2,1
0591,82.75,2016-04-06,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,0.1,0,0,0
0592,82.75,2016-04-05,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,0.11,0,0,2
0593,82.75,2014-11-07,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,0,0,0,2
0594,82.75,2014-11-04,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,0.12,0,0,0
0595,82.75,2014-06-16,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,0.13,0,0,2
0596,82.75,2014-05-27,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,0.12,0,0,0
0597,82.75,2014-02-05,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,0.1,6,0,0
0598,82.75,2014-02-04,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,0.1,0,0,0
0599,82.75,2014-01-21,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,0.1,0,0,2
0600,82.75,2013-03-29,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,0.12,0,0,6
0601,82.75,2012-07-11,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,0.12,0,0,0
0602,82.75,2012-06-06,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,0.12,1,0,4
0603,82.75,2012-04-11,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,0,0,0,0
0604,82.75,2012-03-05,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,0.11,0,0,3
0605,82.75,,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,0.12,0,0,0
0606,82.75,,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,0,0,0,4
0607,82.75,2010-06-29,7.75,7.67,7.5,7.83,7.17,7.42,10,10,10,7.42,0,0,0,2
0608,82.67,2017-10-20,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,0,0,0,4
0609,82.67,2016-08-16,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,0.11,0,2,3
0610,82.67,,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,0.13,0,0,0
0611,82.67,2016-03-29,7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,0,0,0,7
0612,82.67,2016-02-25,7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75,0.11,0,2,3
0613,82.67,,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,0,1,0,9
0614,82.67,2015-10-08,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,0,0,0,0
0615,82.67,2015-01-15,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,7.5,0.12,0,0,9
0616,82.67,2014-12-18,7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,7.58,0.12,0,0,0
0617,82.67,2014-12-15,7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,7.58,0.12,0,0,4
0618,82.67,,8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08,0.08,0,0,0
0619,82.67,2014-08-15,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58,0.11,0,0,0
0620,82.67,2014-06-25,7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5,0.12,0,0,0
0621,82.67,2013-12-26,7.67,7.5,7.5,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,0
0622,82.67,,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,0.11,0,0,0
0623,82.67,,7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42,0.11,0,0,3
0624,82.67,2012-08-17,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,0,0,0,17
0625,82.67,2012-07-17,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,0.11,0,0,0
0626,82.67,2012-06-13,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58,0.12,0,0,0
0627,82.67,2012-06-06,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11,0,0,2
0628,82.67,2012-06-06,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,7.58,0.12,0,0,0
0629,82.67,2011-11-16,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58,0.11,0,0,0
0630,82.67,2011-09-20,7.83,7.67,7.5,7.67,7.5,7.58,10,10,9.33,7.58,0.03,2,0,0
0631,82.67,2011-04-06,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08,0,0,0,1
0632,82.67,2011-02-09,8.08,7.67,7.67,7.33,7.33,7.17,10,10,10,7.42,0.08,0,0,3
0633,82.67,,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58,0.21,0,0,2
0634,82.58,2017-09-08,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,0.1,0,1,2
0635,82.58,,7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,0.11,0,5,0
0636,82.58,2017-04-19,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,0.11,0,0,7
0637,82.58,2017-02-13,7.25,7.25,7,7.08,7,7,10,10,10,10,0.11,0,0,0
0638,82.58,2015-12-28,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,0,1,9,2
0639,82.58,2015-09-15,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,0.13,0,0,6
0640,82.58,2015-06-09,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,0.12,0,0,0
0641,82.58,2015-02-15,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,0.12,0,0,1
0642,82.58,2014-12-12,7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5,0.12,0,0,1
0643,82.58,2014-06-30,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,0.12,0,0,0
0644,82.58,2014-05-09,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,0.11,0,0,3
0645,82.58,2014-04-18,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,0,0,0,11
0646,82.58,2013-12-10,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,0,0,0,4
0647,82.58,2013-04-16,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,0.11,0,0,3
0648,82.58,2012-10-09,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,0.11,0,0,3
0649,82.58,2013-02-27,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,0.11,0,0,0
0650,82.58,2012-09-04,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1,0,0,6
0651,82.58,,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,0.12,0,0,0
0652,82.58,2012-06-13,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,0.11,2,0,2
0653,82.58,2011-10-28,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,0,0,0,4
0654,82.5,2017-10-20,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,0.11,0,0,4
0655,82.5,2017-09-04,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,0.11,0,0,5
0656,82.5,,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.1,0,0,4
0657,82.5,2016-03-16,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,0.1,0,2,2
0658,82.5,2015-06-09,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,0.12,0,0,0
0659,82.5,2015-02-15,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,0.11,0,0,0
0660,82.5,2014-12-18,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,0.12,0,0,1
0661,82.5,2014-12-12,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,0.12,0,0,3
0662,82.5,2014-04-14,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,0,0,0,1
0663,82.5,2014-01-14,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,0.11,0,0,0
0664,82.5,2013-05-30,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,0.12,0,0,4
0665,82.5,2013-05-07,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,0.11,0,0,1
0666,82.5,2013-02-26,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,0.11,0,0,0
0667,82.5,2012-09-27,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,0.13,0,0,10
0668,82.5,2012-07-26,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,0.12,0,0,5
0669,82.5,2012-06-07,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,0.11,0,0,2
0670,82.5,2012-03-26,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,0.11,0,0,5
0671,82.5,2012-03-16,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,0,0,0,4
0672,82.5,2012-03-05,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,0.11,1,0,3
0673,82.5,,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,0.12,2,0,3
0674,82.5,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,0.01,1,0,14
0675,82.42,2017-09-27,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,0.12,0,1,6
0676,82.42,2017-09-08,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,0.1,0,1,2
0677,82.42,2017-06-01,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,0.12,0,0,0
0678,82.42,2017-06-01,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,0.12,0,0,0
0679,82.42,2017-01-20,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,0.11,0,2,3
0680,82.42,2016-08-05,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,0.11,0,0,1
0681,82.42,2016-04-06,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,0.1,0,0,0
0682,82.42,2016-01-12,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,0.11,0,1,0
0683,82.42,2015-11-16,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,0.13,0,0,7
0684,82.42,2015-10-08,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,0,0,0,0
0685,82.42,2014-12-18,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,0.1,0,0,0
0686,82.42,2014-08-14,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11,0,0,0
0687,82.42,2014-05-08,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,1
0688,82.42,2014-01-21,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,0,0,0,3
0689,82.42,2013-12-30,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,0,0,0,0
0690,82.42,2013-12-12,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,0.12,0,0,0
0691,82.42,2013-12-10,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,0.09,0,0,2
0692,82.42,2013-05-31,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,0.11,0,0,9
0693,82.42,2013-03-29,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,0.12,0,0,5
0694,82.42,2012-09-11,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,0.13,0,0,2
0695,82.42,2012-09-10,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,0.14,0,0,9
0696,82.42,2012-08-31,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,0.13,0,0,1
0697,82.42,2012-07-25,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,0
0698,82.42,2012-07-11,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,0.14,0,0,6
0699,82.42,,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,0.11,0,0,0
0700,82.42,2012-06-06,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,0.13,0,0,4
0701,82.42,2012-04-09,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,0.12,0,0,0
0702,82.42,2012-01-31,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,0,0,0,2
0703,82.42,,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,0.11,0,0,2
0704,82.42,,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,0,0,0,2
0705,82.42,,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,0.02,0,0,1
0706,82.33,2017-04-06,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,0.1,0,1,8
0707,82.33,2017-02-09,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,0.11,0,3,11
0708,82.33,2016-10-13,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,0.11,0,4,14
0709,82.33,2016-08-16,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,0.11,0,2,3
0710,82.33,2016-07-15,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,0.1,6,1,3
0711,82.33,2016-05-17,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,0,0,2,0
0712,82.33,2016-04-05,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,0.12,0,6,2
0713,82.33,2015-10-08,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,0.07,0,0,0
0714,82.33,2015-04-20,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,0.11,0,0,10
0715,82.33,2015-03-10,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,0.1,0,0,6
0716,82.33,2014-11-04,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,0.12,0,0,0
0717,82.33,2014-10-15,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,0.11,0,0,0
0718,82.33,2014-06-10,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,0.12,0,0,3
0719,82.33,,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,0
0720,82.33,2014-01-21,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,0.1,0,0,2
0721,82.33,2013-12-26,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,0,0,0
0722,82.33,2013-12-26,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,0,0,0
0723,82.33,2013-07-16,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,0.12,2,0,1
0724,82.33,2013-06-21,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,0,0,0,1
0725,82.33,2013-03-15,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,0.12,0,0,3
0726,82.33,2012-10-09,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,0,0,0,14
0727,82.33,2012-10-05,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,0.11,0,0,3
0728,82.33,2012-09-27,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,0.15,1,0,8
0729,82.33,2012-08-31,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,0.13,0,0,9
0730,82.33,,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,0.1,2,0,5
0731,82.33,2012-04-11,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,2
0732,82.33,2012-03-05,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,0.11,0,0,0
0733,82.33,2012-02-17,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,0.11,0,0,2
0734,82.33,2012-01-31,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,0,0,0,0
0735,82.25,2017-11-15,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,0.09,2,6,10
0736,82.25,2017-02-13,7,7.08,7,7.17,7,7,10,10,10,10,0.1,0,0,0
0737,82.25,2016-08-31,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,0.11,0,2,2
0738,82.25,2015-10-08,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,0,0,0,9
0739,82.25,2015-07-08,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,0,0,0
0740,82.25,2015-04-15,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,0.11,0,0,2
0741,82.25,2014-11-04,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,0.13,0,0,0
0742,82.25,2014-10-16,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,0.11,0,0,0
