coffee_bean_id,country_of_origin,expiration,region,harvest_year,variety,species_id,method_id
0757,United States (Hawaii),May 24th  2011,kona,NA,Peaberry,0001,0002
0758,Honduras,June 9th  2017,comayagua,2016,Caturra,0001,0001
0759,Brazil,November 19th  2016,cerrado,2015,Catuai,0001,0003
0760,Honduras,May 21st  2016,marcala,2015,Catuai,0001,0001
0761,Brazil,December 16th  2015,mantiqueira de minas,2014,Yellow Bourbon,0001,0006
0762,Philippines,November 13th  2015,davao city  region 11,2014,Other,0001,0001
0763,Honduras,January 22nd  2015,san marcos,2014,Catuai,0001,0001
0764,Brazil,November 15th  2018,matas de minas,NA,Catuai,0001,0003
0765,Taiwan,May 18th  2017,dongshan dist.  tainan city 台南市東山區,2015,Typica,0001,0003
0766,Nicaragua,July 5th  2016,jinotega,2015,Catuai,0001,0001
0767,Guatemala,March 20th  2016,huehuetenango,2014,Pacamara,0001,0001
0768,Tanzania  United Republic Of,December 17th  2015,karatu ngorogoro,2014,Other,0001,0001
0769,Taiwan,December 26th  2014,nantou,2013,Typica,0001,0005
0770,Guatemala,March 4th  2014,sacatepequez  guatemala,2013,Caturra,0001,0001
0771,Mexico,July 26th  2013,motozintla,2012,Typica,0001,0001
0772,Nicaragua,March 8th  2018,dipilto  nueva segovia,2016,NA,0001,0001
0773,Tanzania  United Republic Of,November 15th  2016,ruvuma  mbinga,2015,Bourbon,0001,0001
0774,Mexico,June 24th  2016,chiapas  jaltenango,2015,Caturra,0001,0001
0775,Costa Rica,May 21st  2016,tres rios,2015,Caturra,0001,0001
0776,Honduras,March 10th  2016,central region,2015,Catuai,0001,0003
0777,Philippines,January 8th  2016,corillera administrative,2014,Typica,0001,0003
0778,Tanzania  United Republic Of,December 17th  2015,mbinga,2014,Bourbon,0001,0001
0779,Malawi,November 4th  2015,southern- zomba,2014,Caturra,0001,0001
0780,Costa Rica,May 9th  2015,central valley,2014,Catuai,0001,0001
0781,Brazil,February 4th  2015,monte carmelo,2013,Catuai,0001,0003
0782,Mexico,August 30th  2013,tapachula,2012,Typica,0001,0003
0783,Guatemala,August 20th  2013,oriente,2012,Caturra,0001,0001
0784,Brazil,January 22nd  2013,south of minas,2012,Mundo Novo,0001,0003
0785,United States (Hawaii),September 21st  2012,kona,NA,NA,0001,0002
0786,Ethiopia,July 14th  2018,sidamo,2016,NA,0001,0003
0787,Brazil,June 21st  2018,alta paulista (sao paulo),2016,Mundo Novo,0001,0003
0788,Nicaragua,March 27th  2016,jinotega,2015,Other,0001,0001
0789,United States,March 3rd  2016,central america,2014,Pache Comun,0001,0003
0790,Tanzania  United Republic Of,January 2nd  2016,iwala village  mbeya rural,2014,Other,0001,0001
0791,Costa Rica,December 18th  2015,naranjo,2014,Caturra,0001,0001
0792,United States (Puerto Rico),May 28th  2015,yauco region,2013,Other,0001,0001
0793,Mexico,September 14th  2013,san fernando,2012,Typica,0001,0001
0794,Mexico,September 4th  2013,santo reyes nopala,2012,Typica,0001,0001
0795,Mexico,August 30th  2013,santa maria sitepec,2012,Typica,0001,0001
0796,Mexico,July 3rd  2013,talpa de allende,2012,Typica,0001,0001
0797,United States (Hawaii),February 12th  2013,NA,2012,Hawaiian Kona,0001,0001
0798,Brazil,January 16th  2019,grama valley,NA,Bourbon,0001,0004
0799,Brazil,September 9th  2017,grama valley,2016,Yellow Bourbon,0001,0004
0800,Guatemala,August 2nd  2017,norte,2016,Bourbon,0001,0001
0801,Colombia,July 22nd  2017,guayata,2016,Caturra,0001,0001
0802,Guatemala,July 22nd  2016,oriente,2015,Bourbon,0001,0001
0803,Taiwan,May 5th  2016,dongshan dist.  tainan city 臺南市東山區,2015,Typica,0001,0001
0804,Honduras,January 26th  2016,san marcos,2014,Caturra,0001,0003
0805,Tanzania  United Republic Of,December 15th  2015,arusha,2014,Other,0001,0001
0806,Thailand,May 29th  2014,thailand,2012,NA,0001,0001
0807,Mexico,September 11th  2013,motozintla  chiapas,2012,Other,0001,0001
0808,Mexico,July 3rd  2013,adolfo lopez mateos,2012,Typica,0001,0001
0809,Taiwan,December 8th  2018,taiwan,2017,Other,0001,0001
0810,Guatemala,August 23rd  2018,oriente,2017,Bourbon,0001,0001
0811,Kenya,July 7th  2018,kiambu,2017,SL28,0001,0001
0812,Mexico,May 12th  2018,veracruz,2017,Bourbon,0001,0001
0813,Myanmar,July 16th  2016,pyinoolwin,2015,Other,0001,0006
0814,United States (Hawaii),January 13th  2016,kona,2014,Hawaiian Kona,0001,0003
0815,Tanzania  United Republic Of,December 18th  2015,manyara  karatu,2014,Other,0001,0001
0816,Brazil,December 16th  2015,mantiqueira de minas,2014,Yellow Bourbon,0001,0003
0817,Taiwan,November 23rd  2015,台中新社,2014,Typica,0001,0001
0818,Nicaragua,July 16th  2015,matagalpa,2013,Caturra,0001,0001
0819,Taiwan,December 26th  2014,taichung taiping 台中市太平區,2013,Typica,0001,0001
0820,Taiwan,December 26th  2014,nantou,2013,Typica,0001,0006
0821,Taiwan,December 26th  2014,new taipei zhonghe 新北市中和區,2013,Typica,0001,0001
0822,Mexico,July 11th  2013,ixhuatlan del cafe,2012,Typica,0001,0001
0823,Laos,June 22nd  2018,paksong laos,2016,Catimor,0001,0001
0824,Guatemala,May 26th  2015,orient,2013,Caturra,0001,0001
0825,Mexico,August 30th  2013,motozintla,2012,Catuai,0001,0005
0826,Mexico,August 29th  2013,oaxaca,2012,Typica,0001,0001
0827,Mexico,July 3rd  2013,veracruz,2012,Bourbon,0001,0001
0828,Colombia,January 25th  2012,huila,2010,NA,0001,0002
0829,Brazil,October 7th  2016,monte carmelo,2015,NA,0001,0003
0830,Guatemala,June 17th  2016,huehuetenango,2015,Caturra,0001,0001
0831,Nicaragua,May 27th  2016,jinotega,2015,Other,0001,0001
0832,Honduras,May 24th  2016,siguatepeque  comayagua,2015,Caturra,0001,0003
0833,Panama,May 22nd  2016,boquete,2014,Caturra,0001,0006
0834,Costa Rica,April 11th  2015,san ramon,2014,Caturra,0001,0001
0835,Haiti,May 22nd  2013,haiti,2012,Typica,0001,0001
0836,United States (Hawaii),December 20th  2012,kona,2011,Arusha,0001,0003
0837,Taiwan,August 12th  2017,taiwan,2016,Typica,0001,0006
0838,Indonesia,November 9th  2016,sumatra brastagi,2015,Mandheling,0001,0005
0839,Guatemala,October 22nd  2016,antigua,2015,Bourbon,0001,0001
0840,Costa Rica,February 27th  2016,tarrazu,2015,Caturra,0001,0001
0841,Mexico,October 23rd  2015,el desmoronado  talpan de allende jalisco,2014,Typica,0001,0001
0842,Colombia,April 14th  2015,santander,2014,Caturra,0001,0003
0843,Guatemala,June 5th  2014,san lucas toliman  solola,2013,Bourbon,0001,0001
0844,Colombia,March 14th  2012,NA,NA,NA,0001,0002
0845,Brazil,March 11th  2017,monte carmelo,2016,NA,0001,0002
0846,Nicaragua,February 25th  2017,nueva segovia,2016,NA,0001,0002
0847,Tanzania  United Republic Of,January 6th  2016,arusha,2014,Other,0001,0001
0848,Brazil,October 17th  2015,south of minas,2014,Bourbon,0001,0005
0849,Guatemala,January 28th  2015,huehuetenango,2014,Bourbon,0001,0003
0850,United States (Hawaii),May 3rd  2012,NA,NA,NA,0001,0002
0851,Taiwan,December 8th  2018,taiwan,2017,Other,0001,0003
0852,Guatemala,September 8th  2018,santa rosa,2017,Caturra,0001,0001
0853,Honduras,August 23rd  2018,ocotepeque,2017,Catuai,0001,0001
0854,Mauritius,February 10th  2017,chamarel (south west),2016,NA,0001,0002
0855,Brazil,November 16th  2016,vale da grama,2015,Yellow Bourbon,0001,0005
0856,Myanmar,July 16th  2016,pyin oo lwin,2015,Other,0001,0001
0857,Guatemala,April 23rd  2015,oriente,2014,Other,0001,0001
0858,Brazil,April 17th  2015,mantiqueira de minas,2013,Yellow Bourbon,0001,0005
0859,Guatemala,February 13th  2014,huehuetenango,2013,Bourbon,0001,0001
0860,Mexico,September 17th  2013,zaragoza itundujia,2012,Typica,0001,0001
0861,Honduras,February 2nd  2017,marcala,2016,NA,0001,0002
0862,El Salvador,April 26th  2015,department of ahuachapan  municipality of apanecallamatepec mountain,2013,Bourbon,0001,0001
0863,China,January 17th  2015,yunnan,2013,Other,0001,0001
0864,Mexico,September 4th  2013,pochutla,2012,Typica,0001,0001
0865,Burundi,January 21st  2017,mumirwa,2016,NA,0001,0002
0866,Tanzania  United Republic Of,November 15th  2016,mkuu rombo,2015,Bourbon,0001,0001
0867,Tanzania  United Republic Of,December 18th  2015,arusha,2014,Other,0001,0001
0868,Taiwan,December 26th  2014,taichung xinshe 台中市新社區,2013,Yellow Bourbon,0001,0006
0869,Guatemala,June 6th  2014,oriente,2013,Bourbon,0001,0001
0870,Ethiopia,June 17th  2011,kelem welega,2010,NA,0001,0002
0871,Brazil,November 3rd  2018,cerrado - monte carmelo - minas gerais,2017,Catuai,0001,0003
0872,Honduras,April 6th  2018,comayagua,2016,Caturra,0001,0003
0873,Mexico,April 26th  2017,sierra madre occidental,2016,Caturra,0001,0001
0874,Myanmar,August 26th  2016,yauk sauk  shan state,2015,Other,0001,0003
0875,Myanmar,July 16th  2016,ywar ngan,2014,Catuai,0001,0003
0876,Nicaragua,February 20th  2016,matagalpa,2015,Caturra,0001,0001
0877,United States (Hawaii),March 3rd  2015,kona,2014,Hawaiian Kona,0001,0003
0878,Colombia,January 8th  2015,NA,2012,Typica,0001,0001
0879,Taiwan,December 26th  2014,chiayi fanlu嘉義縣番路鄉,2013,Typica,0001,0005
0880,Guatemala,January 9th  2014,oriente,2012,Caturra,0001,0001
0881,Mexico,September 27th  2013,calnali  hidalgo,2012,Caturra,0001,0001
0882,Vietnam,May 9th  2018,dala,2017,Catimor,0001,0006
0883,Nicaragua,April 23rd  2016,jinotega,2015,Caturra,0001,0001
0884,Honduras,January 26th  2016,marcala,2015,Catuai,0001,0001
0885,Guatemala,August 7th  2014,oriente,2013,Bourbon,0001,0001
0886,Mexico,October 9th  2013,coatepec,2012,Typica,0001,0001
0887,Mexico,September 13th  2013,zaragoza itundujia,2012,Typica,0001,0001
0888,Mexico,September 10th  2013,veracruz,2012,Bourbon,0001,0001
0889,Guatemala,May 24th  2013,oriente,2012,Bourbon,0001,0001
0890,Brazil,November 29th  2018,mantiqueira de minas,2017,Bourbon,0001,0004
0891,Taiwan,November 23rd  2015,苗栗泰安,2014,Typica,0001,0001
0892,Nicaragua,February 25th  2015,NA,2013,NA,0001,0003
0893,Taiwan,December 26th  2014,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,2013,Typica,0001,0006
0894,Taiwan,December 26th  2014,changhua baguashan 彰化市八卦山,2013,Typica,0001,0001
0895,Mexico,September 14th  2013,zaragoza itundujia,2012,Typica,0001,0001
0896,Mexico,August 30th  2013,escuitla,2012,Typica,0001,0001
0897,Nicaragua,June 13th  2018,jinotega,2017,Caturra,0001,0001
0898,Myanmar,July 16th  2016,doe kwin  pyin oo lwin,2015,Other,0001,0001
0899,Mexico,May 1st  2015,sierra fraylesca  chiapas,2014,Typica,0001,0001
0900,Mexico,September 4th  2013,san miguel del puerto,2012,Other,0001,0001
0901,Ethiopia,June 17th  2011,limu,2010,NA,0001,0002
0902,Colombia,April 22nd  2016,huila,2015,NA,0001,0001
0903,United States (Hawaii),May 12th  2015,kona,2014,Hawaiian Kona,0001,0003
0904,Mexico,August 30th  2013,veracruz,2012,Bourbon,0001,0001
0905,Mexico,July 26th  2013,jaltenango,2012,Catuai,0001,0001
0906,Mexico,July 11th  2013,coatepec,2012,Typica,0001,0003
0907,Mexico,July 11th  2013,veracruz,2012,Mundo Novo,0001,0001
0908,Kenya,August 25th  2018,kiambu,2017,SL34,0001,0001
0909,Nicaragua,March 29th  2016,jinotega,2014,Caturra,0001,0001
0910,United States (Hawaii),April 5th  2013,kona,2012,Hawaiian Kona,0001,0003
0911,Guatemala,June 22nd  2018,oriente,2016,Bourbon,0001,0001
0912,Taiwan,March 20th  2016,taiwu township   pingtung county 屏東縣泰武鄉,2014,Typica,0001,0003
0913,Taiwan,July 28th  2015,baihe dist.  tainan city 臺南市白河區,2013,Typica,0001,0001
0914,Thailand,June 16th  2015,thailand,2013,NA,0001,0001
0915,Peru,January 23rd  2015,huanuco,2013,NA,0001,0001
0916,Costa Rica,September 23rd  2014,brunca,2013,Catuai,0001,0001
0917,Mexico,September 14th  2013,zaragoza itundujia,2012,Bourbon,0001,0001
0918,Guatemala,July 23rd  2013,antigua,2012,Bourbon,0001,0001
0919,Mexico,June 6th  2013,tuxtla gutierrez,2012,Typica,0001,0001
0920,El Salvador,March 23rd  2018,cacahuatique,2016,Bourbon,0001,0001
0921,Guatemala,June 27th  2014,oriente,2013,Bourbon,0001,0001
0922,Mexico,September 27th  2013,tenango de doria  hidalgo,2012,Caturra,0001,0001
0923,Mexico,June 4th  2013,coatepec  coatepec,2012,Mundo Novo,0001,0001
0924,Thailand,April 9th  2011,NA,NA,Peaberry,0001,0002
0925,Mexico,September 17th  2013,tepetzingo,2012,Typica,0001,0001
0926,Guatemala,January 13th  2012,chuva  san marcos,2009,NA,0001,0002
0927,Nicaragua,July 5th  2016,jinotega,2015,Caturra,0001,0003
0928,Taiwan,May 22nd  2016,nantou,2014,Typica,0001,0003
0929,Colombia,June 21st  2014,cundinamarca,2013,Caturra,0001,0001
0930,Mexico,August 1st  2013,la concordia,2012,Caturra,0001,0001
0931,Mexico,July 11th  2013,coatepec  coatepec,2012,Typica,0001,0001
0932,Guatemala,May 13th  2015,oriente,2013,Bourbon,0001,0001
0933,Guatemala,March 31st  2015,oriente,2014,Other,0001,0001
0934,Mexico,September 11th  2013,xicotepec de juarez,2012,Typica,0001,0001
0935,Cote d?Ivoire,June 6th  2018,cnra station of divo,2016,NA,0001,0001
0936,Colombia,January 8th  2015,pereira,2013,Caturra,0001,0001
0937,Mexico,September 17th  2013,zentla,2012,Typica,0001,0001
0938,Mexico,September 10th  2013,zentla,2012,Typica,0001,0001
0939,Guatemala,January 12th  2013,oriente,2012,Bourbon,0001,0001
0940,Taiwan,November 7th  2015,natou county,2014,Typica,0001,0001
0941,Guatemala,August 22nd  2018,santa rosa,2017,Bourbon,0001,0001
0942,Honduras,July 27th  2018,ocotepeque,2017,Catuai,0001,0001
0943,Guatemala,May 23rd  2017,occidente,2016,Bourbon,0001,0001
0944,Guatemala,June 29th  2016,nuevo oriente,2015,Catuai,0001,0001
0945,Costa Rica,December 10th  2014,san rafael,2012,Catuai,0001,0001
0946,Mexico,August 30th  2013,yajalon,2012,Typica,0001,0001
0947,Mexico,April 9th  2011,pluma hidalogo  oaxaca,2011,Typica,0001,0002
0948,Mexico,September 12th  2013,tlacuilotepec,2012,Mundo Novo,0001,0001
0949,NA,February 29th  2012,NA,NA,NA,0001,0002
0950,Guatemala,September 11th  2015,oriente,2014,Other,0001,0001
0951,Honduras,April 26th  2015,intibuca,2014,Pacas,0001,0001
0952,Peru,January 8th  2014,san ignacio,2012,Typica,0001,0001
0953,Mexico,September 17th  2013,iliatenco  guerrero,2012,Mundo Novo,0001,0003
0954,Mexico,September 12th  2013,zaragoza itundujia,2012,Typica,0001,0005
0955,Mexico,March 12th  2014,la concordia  chiapas,2013,Typica,0001,0001
0956,Nicaragua,May 22nd  2018,jalapa,2016,Caturra,0001,0006
0957,United States (Hawaii),January 17th  2015,kona,2013,NA,0001,0003
0958,Guatemala,July 5th  2014,oriente,2013,Bourbon,0001,0001
0959,Mexico,August 1st  2013,veracruz,2012,Typica,0001,0001
0960,Mexico,July 16th  2013,veracruz,2012,Typica,0001,0005
0961,Mexico,June 6th  2013,ohuapan  tlaltetela,2012,Bourbon,0001,0001
0962,China,April 26th  2015,yunnan,2013,Typica,0001,0001
0963,Mexico,September 17th  2013,yecuatla,2012,Caturra,0001,0001
0964,Nicaragua,February 16th  2017,nueva segovia,2016,NA,0001,0002
0965,Nicaragua,March 27th  2016,NA,2014,NA,0001,0003
0966,Guatemala,September 4th  2015,oriente,2014,Other,0001,0001
0967,Mexico,July 26th  2013,tapachula,2012,Typica,0001,0001
0968,Mexico,July 2nd  2013,cofradia de suchitlan,2012,Typica,0001,0001
0969,United States (Hawaii),June 20th  2012,kona,NA,NA,0001,0002
0970,Mexico,April 26th  2015,sierra  chiapas,2014,Bourbon,0001,0001
0971,Mexico,September 14th  2013,villa talea de castro,2012,Typica,0001,0001
0972,Mexico,July 26th  2013,los angeles,2012,Caturra,0001,0001
0973,Brazil,December 16th  2015,monte carmelo,2014,Catuai,0001,0003
0974,United States (Hawaii),March 19th  2015,kona,2014,Hawaiian Kona,0001,0003
0975,Guatemala,February 27th  2015,oriente,2014,Other,0001,0001
0976,Guatemala,February 7th  2014,oriente,2012,Bourbon,0001,0001
0977,Mexico,September 11th  2013,xochitonalco  huautla,2012,Typica,0001,0003
0978,United States (Hawaii),January 20th  2016,kona,2014,Hawaiian Kona,0001,0003
0979,United States (Hawaii),May 24th  2013,kona,2012,Hawaiian Kona,0001,0003
0980,Indonesia,July 18th  2018,ijen,2016,Java,0001,0001
0981,Mexico,July 11th  2013,cordoba,2012,Typica,0001,0001
0982,Taiwan,June 6th  2018,台南市東山區( dongshan dist.  tainan city),2016,Yellow Bourbon,0001,0001
0983,Honduras,May 15th  2015,intibuca,2014,Pacas,0001,0003
0984,United States (Hawaii),March 18th  2015,kona,2014,Hawaiian Kona,0001,0003
0985,Guatemala,February 7th  2015,oriente,2014,Other,0001,0001
0986,China,September 5th  2014,yunnan,2013,Typica,0001,0001
0987,Guatemala,April 29th  2014,oriente,2013,Bourbon,0001,0001
0988,Colombia,November 30th  2012,NA,NA,NA,0001,0002
0989,Costa Rica,February 3rd  2016,occidental,2014,Caturra,0001,0001
0990,Mexico,July 26th  2013,petatlan,2012,Typica,0001,0001
0991,Nicaragua,February 28th  2017,jinotega,2016,NA,0001,0002
0992,Brazil,August 25th  2015,NA,2014,NA,0001,0001
0993,Guatemala,February 7th  2014,oriente,2013,Bourbon,0001,0001
0994,United States (Hawaii),May 3rd  2014,kona,2013,NA,0001,0003
0995,Mexico,September 17th  2013,coatepec,2012,Typica,0001,0001
0996,Guatemala,January 29th  2014,oriente,2013,Bourbon,0001,0001
0997,Guatemala,April 8th  2015,oriente,2014,Other,0001,0001
0998,Haiti,May 5th  2015,dondon  haiti,2013,Typica,0001,0001
0999,United States (Hawaii),January 27th  2015,kona,2013,NA,0001,0003
1000,Peru,June 15th  2016,san ignacio,2014,Caturra,0001,0001
1001,India,January 16th  2018,chickmangalore,2016,NA,0001,0003
1002,Guatemala,January 2nd  2013,oriente,2012,Bourbon,0001,0001
1003,Guatemala,April 30th  2013,oriente,2012,Bourbon,0001,0001
1004,Guatemala,January 2nd  2013,oriente,2011,Bourbon,0001,0001
1005,United States (Hawaii),January 20th  2015,kona,2013,NA,0001,0003
1006,Indonesia,January 17th  2013,indonesia,2011,Other,0001,0003
1007,Mexico,September 10th  2013,tepictla,2012,Bourbon,0001,0001
1008,Philippines,May 14th  2014,benguet  mountain province,2012,NA,0001,0001
1009,Brazil,October 27th  2018,monte carmelo,2017,NA,0001,0003
1010,Guatemala,January 5th  2013,oriente,2012,Bourbon,0001,0001
1011,Mexico,September 12th  2013,tlacuilotepec,2012,Pacamara,0001,0001
1012,Mexico,September 12th  2013,ocosingo,2012,Mundo Novo,0001,0001
1013,Mexico,March 5th  2013,huautla de jimenez,2012,Typica,0001,0001
1014,Mexico,July 11th  2013,menglian,2012,Typica,0001,0001
1015,Mexico,August 1st  2013,coatepec,2012,Typica,0001,0001
1016,Guatemala,January 8th  2013,oriente,2012,Bourbon,0001,0001
1017,Guatemala,January 4th  2013,oriente,2012,Bourbon,0001,0001
1018,United States (Hawaii),March 13th  2015,kona,2014,Hawaiian Kona,0001,0003
1019,Mexico,September 10th  2013,chocaman  veracruz,2012,Typica,0001,0001
1020,Mexico,September 17th  2013,xalapa,2012,Typica,0001,0001
1021,Mexico,May 8th  2015,sierra alta mixe y zapoteca,2014,Typica,0001,0001
1022,Colombia,March 3rd  2015,NA,2013,NA,0001,0003
1023,Haiti,August 22nd  2012,marmelade,2010,NA,0001,0002
1024,Mexico,September 10th  2013,tlatlauquitepec,2012,Mundo Novo,0001,0001
1025,Mexico,May 5th  2015,sierra norte yajalon  chiapas,2014,Typica,0001,0001
1026,Brazil,October 27th  2018,cerrado,2017,NA,0001,0003
1027,Honduras,May 15th  2015,marcala,2014,Catuai,0001,0001
1028,Mexico,September 17th  2013,juchique de ferrer,2012,Bourbon,0001,0001
1029,Haiti,May 24th  2013,department d'artibonite   haiti,2012,Typica,0001,0003
1030,Nicaragua,June 6th  2018,jalapa,2016,Caturra,0001,0006
1031,Guatemala,May 24th  2013,nuevo oriente,2012,Catuai,0001,0001
1032,Honduras,April 28th  2018,comayagua,2017,Caturra,0001,0002
1033,Uganda,June 26th  2015,sheema south western,2013,NA,0002,0002
1034,India,October 31st  2018,chikmagalur karnataka indua,2017,NA,0002,0001
1035,India,April 29th  2016,chikmagalur,2015,NA,0002,0002
1036,Uganda,July 14th  2015,central,2013,NA,0002,0002
1037,Uganda,June 26th  2015,luwero central region,2013,NA,0002,0002
1038,India,February 28th  2013,chikmagalur,2012,NA,0002,0002
1039,India,May 15th  2015,chikmagalur,2014,NA,0002,0002
1040,India,October 25th  2018,chikmagalur karnataka india,2017,NA,0002,0001
1041,India,August 17th  2017,chikmagalur karnataka,2015,Other,0002,0001
1042,Uganda,August 5th  2015,western,2014,NA,0002,0002
1043,Uganda,June 26th  2015,iganga namadrope eastern,2014,NA,0002,0002
1044,India,August 23rd  2017,chikmagalur karnataka,2015,Other,0002,0003
1045,India,May 19th  2015,chikmagalur,2014,NA,0002,0002
1046,Uganda,July 14th  2015,eastern,2013,NA,0002,0002
1047,Uganda,July 14th  2015,south western,2014,NA,0002,0002
1048,India,June 3rd  2014,chikmagalur,2013,NA,0002,0003
1049,Uganda,June 27th  2015,western,2013,NA,0002,0002
1050,Uganda,June 27th  2015,southern,2013,NA,0002,0002
1051,India,June 20th  2014,chikmagalur,2013,NA,0002,0003
1052,United States,February 28th  2013,chikmagalur,2012,Arusha,0002,0003
1053,Ecuador,January 18th  2017,san juan  playas,2016,NA,0002,0002
1054,United States,December 23rd  2015,kwanza norte province  angola,2014,NA,0002,0003
1055,India,August 25th  2015,NA,2013,NA,0002,0003
1056,Vietnam,August 25th  2015,NA,2013,NA,0002,0003
